,point,latitude,longitude,altitude,opening_type,building_type,3d_point,closest_detected,distance_to_ground_truth,nearest_latitude,nearest_longitude,nearest_altitude
45,POINT (89950.29588746912 471536.6708095431),52.22806199678898,4.435085217780684,4.49,2nd floor window,k1,"[89950.29588746912, 471536.67080954305, 4.49]","[89950.29806898072, 471536.67629748204, 4.532712279370993]",0.04311861867318204,52.228062046365366,4.435085248652423,4.532712279370993
50,POINT (89957.36159866778 471554.4375550288),52.228222496595336,4.435185210372086,1.84,1st floor window,k1,"[89957.36159866778, 471554.4375550288, 1.84]","[89957.92972787094, 471555.86226276885, 1.8893678257517688]",1.534600963829442,52.228235367183345,4.435193251199332,1.8893678257517688
51,POINT (89957.36159866778 471554.4375550288),52.228222496595336,4.435185210372086,4.49,2nd floor window,k1,"[89957.36159866778, 471554.4375550288, 4.49]","[89957.92165203359, 471555.84197098383, 4.603941012210103]",1.5162541018942293,52.22823518387238,4.435193136908286,4.603941012210103
52,POINT (89958.30119531078 471556.7956321771),52.22824379901074,4.435198508290096,1.84,1st floor window,k1,"[89958.30119531078, 471556.7956321771, 1.84]","[89957.92972787094, 471555.86226276885, 1.8893678257517688]",1.0057851128973094,52.228235367183345,4.435193251199332,1.8893678257517688
53,POINT (89958.30119531078 471556.7956321771),52.22824379901074,4.435198508290096,4.49,2nd floor window,k1,"[89958.30119531078, 471556.7956321771, 4.49]","[89957.92165203359, 471555.84197098383, 4.603941012210103]",1.0327174468579239,52.22823518387238,4.435193136908286,4.603941012210103
54,POINT (89961.36138448122 471564.4886064255),52.228313295242955,4.435241816125742,1.84,1st floor window,k1,"[89961.36138448122, 471564.4886064255, 1.84]","[89960.29049284075, 471566.5331871292, 1.9159385554405746]",2.3093041860278563,52.22833154316862,4.435225750942916,1.9159385554405746
55,POINT (89961.36138448122 471564.4886064255),52.228313295242955,4.435241816125742,4.49,2nd floor window,k1,"[89961.36138448122, 471564.4886064255, 4.49]","[89959.90568689184, 471566.68667082116, 4.918221278304103]",2.6709391648389977,52.22833287710491,4.435220089847463,4.918221278304103
58,POINT (90032.90073703363 471558.7771679919),52.228270401597264,4.436289885930294,1.84,1st floor window,k1,"[90032.90073703363, 471558.77716799185, 1.84]","[90031.98548674276, 471558.0561523897, 1.6998053733751477]",1.1735421282813887,52.228263814127374,4.436276629663735,1.6998053733751477
59,POINT (90032.90073703363 471558.7771679919),52.228270401597264,4.436289885930294,4.49,2nd floor window,k1,"[90032.90073703363, 471558.77716799185, 4.49]","[90031.96121619872, 471558.0369913955, 3.7589304858151555]",1.4017929331986907,52.22826363907146,4.436276278142921,3.7589304858151555
60,POINT (90030.93857395503 471557.2263727481),52.22825623370076,4.43626146740152,1.84,1st floor window,k1,"[90030.93857395503, 471557.22637274815, 1.84]","[90030.68024771876, 471557.02160515834, 1.7465297770229118]",0.34263521822282356,52.22825436305522,4.436257726110443,1.7465297770229118
61,POINT (90030.93857395503 471557.2263727481),52.22825623370076,4.43626146740152,4.49,2nd floor window,k1,"[90030.93857395503, 471557.22637274815, 4.49]","[90030.60483942655, 471556.96183123137, 3.6276652757440773]",0.9617599109227774,52.22825381699308,4.436256633986161,3.6276652757440773
62,POINT (90024.44437008485 471552.0983467037),52.22820938386874,4.436167409356298,1.84,1st floor window,k1,"[90024.44437008485, 471552.0983467037, 1.84]","[90023.59080572987, 471551.4238352098, 1.6616610377651344]",1.102425802006359,52.228203221577864,4.436155046969083,1.6616610377651344
